"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"CY000176090","LARNACA, CY","2015-05-31","0.00","69","77","60"
"CY000176090","LARNACA, CY","2015-06-01","0.00","74","84",
"CY000176090","LARNACA, CY","2015-06-02","0.00","75","88",
"CY000176090","LARNACA, CY","2015-06-03","0.00","72","80",
"CY000176090","LARNACA, CY","2015-06-04","0.01","72","80","59"
"CY000176090","LARNACA, CY","2015-06-05","0.00","72","81","63"
"CY000176090","LARNACA, CY","2015-06-06","0.02","74","81",
"CY000176090","LARNACA, CY","2015-06-07","0.00","74","80","67"
"CY000176090","LARNACA, CY","2015-06-08","0.00","75",,
"CY000176090","LARNACA, CY","2015-06-09","0.00","79","93",
"CY000176090","LARNACA, CY","2015-06-10","0.00","74","83","64"
"CY000176090","LARNACA, CY","2015-06-11","0.00","74","82",
"CY000176090","LARNACA, CY","2015-06-12","0.00","74","81","65"
"CY000176090","LARNACA, CY","2015-06-13","0.00","75",,"65"
"CY000176090","LARNACA, CY","2015-06-14","0.00","76","85","66"
"CY000176090","LARNACA, CY","2015-06-15","0.00","77","88","68"
"CY000176090","LARNACA, CY","2015-06-16","0.01","78","87",
"CY000176090","LARNACA, CY","2015-06-17","0.01","78","87","66"
"CY000176090","LARNACA, CY","2015-06-18","0.00","78",,"70"
"CY000176090","LARNACA, CY","2015-06-19","0.00","78","87",
"CY000176090","LARNACA, CY","2015-06-20","0.00","76","83","67"
"CY000176090","LARNACA, CY","2015-06-21","0.00","77","84","68"
"CY000176090","LARNACA, CY","2015-06-22","0.00","77","85","67"
"CY000176090","LARNACA, CY","2015-06-23","0.00","76","85","66"
"CY000176090","LARNACA, CY","2015-06-24","0.00","77","85","67"
"CY000176090","LARNACA, CY","2015-06-25","0.00","76","86","67"
"CY000176090","LARNACA, CY","2015-06-26","0.01","76","85","65"
"CY000176090","LARNACA, CY","2015-06-27","0.00","76","83","68"
"CY000176090","LARNACA, CY","2015-06-28","0.00","79","86",
"CY000176090","LARNACA, CY","2015-06-29","0.00","76","83","65"
"CY000176090","LARNACA, CY","2015-06-30","0.00","76","84",
"CY000176090","LARNACA, CY","2015-07-01","0.00","78","85","67"
"CY000176090","LARNACA, CY","2015-07-02","0.00","81","92","70"
"CY000176090","LARNACA, CY","2015-07-03","0.00","79","89","69"
"CY000176090","LARNACA, CY","2015-07-04","0.00","79","87","69"
"CY000176090","LARNACA, CY","2015-07-05","0.00","83","96","69"
"CY000176090","LARNACA, CY","2015-07-06","0.00","81","92","71"
"CY000176090","LARNACA, CY","2015-07-07","0.00","78",,
"CY000176090","LARNACA, CY","2015-07-08","0.01","79","87",
"CY000176090","LARNACA, CY","2015-07-09","0.00","79","87","70"
"CY000176090","LARNACA, CY","2015-07-10","0.00","80","87",
"CY000176090","LARNACA, CY","2015-07-11","0.00","83","92",
"CY000176090","LARNACA, CY","2015-07-12","0.00","79","87","71"
"CY000176090","LARNACA, CY","2015-07-13","0.00","81","89","71"
"CY000176090","LARNACA, CY","2015-07-14","0.00","81","92","70"
"CY000176090","LARNACA, CY","2015-07-15","0.01","81","92",
"CY000176090","LARNACA, CY","2015-07-16","0.00","83","94",
"CY000176090","LARNACA, CY","2015-07-17","0.02","83",,"73"
"CY000176090","LARNACA, CY","2015-07-18","0.00","84","92","74"
"CY000176090","LARNACA, CY","2015-07-19","0.01","83","93","68"
"CY000176090","LARNACA, CY","2015-07-20","0.00","83","95","69"
"CY000176090","LARNACA, CY","2015-07-21","0.01","84","94","71"
"CY000176090","LARNACA, CY","2015-07-22","0.00","84",,
"CY000176090","LARNACA, CY","2015-07-23","0.00","83","92",
"CY000176090","LARNACA, CY","2015-07-24","0.00","80","88","66"
"CY000176090","LARNACA, CY","2015-07-25","0.00","82",,"72"
"CY000176090","LARNACA, CY","2015-07-26","0.00","83","90","73"
"CY000176090","LARNACA, CY","2015-07-27","0.00","84",,"74"
"CY000176090","LARNACA, CY","2015-07-28","0.00","83","90","75"
"CY000176090","LARNACA, CY","2015-07-29","0.00","82","90","75"
"CY000176090","LARNACA, CY","2015-07-30","0.00","83","90","74"
"CY000176090","LARNACA, CY","2015-07-31","0.00","84","90","78"
"CY000176090","LARNACA, CY","2015-08-01","0.00","85","91",
"CY000176090","LARNACA, CY","2015-08-02","0.00","88","95","75"
"CY000176090","LARNACA, CY","2015-08-03","0.00","94","103","83"
"CY000176090","LARNACA, CY","2015-08-04","0.00","89","98","80"
"CY000176090","LARNACA, CY","2015-08-05","0.00","87","96",
"CY000176090","LARNACA, CY","2015-08-06","0.00","85","92","78"
"CY000176090","LARNACA, CY","2015-08-07","0.00","85",,"76"
"CY000176090","LARNACA, CY","2015-08-08","0.00","84",,"72"
"CY000176090","LARNACA, CY","2015-08-09",,"85",,
"CY000176090","LARNACA, CY","2015-08-10","0.00","85","94","75"
"CY000176090","LARNACA, CY","2015-08-11","0.00","83","92","75"
"CY000176090","LARNACA, CY","2015-08-12","0.00","83","92",
"CY000176090","LARNACA, CY","2015-08-13","0.00","83","94","74"
"CY000176090","LARNACA, CY","2015-08-14","0.00","85","95","75"
"CY000176090","LARNACA, CY","2015-08-15","0.00","86","97","76"
"CY000176090","LARNACA, CY","2015-08-16","0.00","90","98","80"
"CY000176090","LARNACA, CY","2015-08-17","0.00","88","96",
"CY000176090","LARNACA, CY","2015-08-18","0.00","85","94",
"CY000176090","LARNACA, CY","2015-08-19","0.00","84","90","76"
"CY000176090","LARNACA, CY","2015-08-20","0.00","84",,
"CY000176090","LARNACA, CY","2015-08-21","0.00","82",,"71"
"CY000176090","LARNACA, CY","2015-08-22","0.00","83","91","75"
"CY000176090","LARNACA, CY","2015-08-23","0.00","84","92","76"
"CY000176090","LARNACA, CY","2015-08-24","0.00","82","90",
"CY000176090","LARNACA, CY","2015-08-25","0.00","83","90","73"
"CY000176090","LARNACA, CY","2015-08-26","0.00","85","96","76"
"CY000176090","LARNACA, CY","2015-08-27","0.00","85",,"76"
"CY000176090","LARNACA, CY","2015-08-28","0.00","85","94","73"
"CY000176090","LARNACA, CY","2015-08-29","0.00","86","96",
"CY000176090","LARNACA, CY","2015-08-30","0.00","85",,
"CY000176090","LARNACA, CY","2015-08-31","0.00","84","92","73"
"CY000176090","LARNACA, CY","2015-09-01","0.00","84",,"72"
"CY000176090","LARNACA, CY","2015-09-02","0.00","83",,"71"
"CY000176090","LARNACA, CY","2015-09-03","0.00","83","92","73"
"CY000176090","LARNACA, CY","2015-09-04","0.00","82",,"70"
"CY000176090","LARNACA, CY","2015-09-05","0.00","81","89","73"
"CY000176090","LARNACA, CY","2015-09-06","0.00","82","91","71"
"CY000176090","LARNACA, CY","2015-09-07","0.00","84","91",
"CY000176090","LARNACA, CY","2015-09-08","0.00","89",,
"CY000176090","LARNACA, CY","2015-09-09","0.00","85","93","73"
"CY000176090","LARNACA, CY","2015-09-10","0.00","84","92","76"
"CY000176090","LARNACA, CY","2015-09-11","0.00","87","98","76"
"CY000176090","LARNACA, CY","2015-09-12","0.00","85","96","75"
"CY000176090","LARNACA, CY","2015-09-13","0.00","82","92","72"
"CY000176090","LARNACA, CY","2015-09-14","0.00","82",,"73"
"CY000176090","LARNACA, CY","2015-09-15","0.00","83","94",
"CY000176090","LARNACA, CY","2015-09-16","0.00","83","91","75"
"CY000176090","LARNACA, CY","2015-09-17","0.00","82","90","74"
"CY000176090","LARNACA, CY","2015-09-18","0.00","80","89",
"CY000176090","LARNACA, CY","2015-09-19","0.00","81","89","72"
"CY000176090","LARNACA, CY","2015-09-20","0.00","79","88",
"CY000176090","LARNACA, CY","2015-09-21","0.00","80","89","71"
"CY000176090","LARNACA, CY","2015-09-22","0.00","79","88",
"CY000176090","LARNACA, CY","2015-09-23","0.00","80",,"71"
"CY000176090","LARNACA, CY","2015-09-24","0.00","80","89","71"
"CY000176090","LARNACA, CY","2015-09-25","0.00","79","89","69"
"CY000176090","LARNACA, CY","2015-09-26","0.00","79",,"67"
"CY000176090","LARNACA, CY","2015-09-27","0.00","80","87","70"
"CY000176090","LARNACA, CY","2015-09-28","0.00","79","87","71"
"CY000176090","LARNACA, CY","2015-09-29","0.00","80","89",
"CY000176090","LARNACA, CY","2015-09-30","0.00","77",,"67"
"CY000176090","LARNACA, CY","2015-10-01","0.00","78",,"70"
"CY000176090","LARNACA, CY","2015-10-02","0.00","80",,"73"
"CY000176090","LARNACA, CY","2015-10-03","0.00","81","89",
"CY000176090","LARNACA, CY","2015-10-04","0.00","78","87",
"CY000176090","LARNACA, CY","2015-10-05","0.00","76",,"68"
"CY000176090","LARNACA, CY","2015-10-06","0.00","75","84",
"CY000176090","LARNACA, CY","2015-10-07","0.00","73","84",
"CY000176090","LARNACA, CY","2015-10-08",,"71","83",
"CY000176090","LARNACA, CY","2015-10-09","0.00","75","83","65"
"CY000176090","LARNACA, CY","2015-10-10","0.00","75","83","67"
"CY000176090","LARNACA, CY","2015-10-11","0.00","77",,"67"
"CY000176090","LARNACA, CY","2015-10-12","0.00","78","90","68"
"CY000176090","LARNACA, CY","2015-10-13","0.00","77","86",
"CY000176090","LARNACA, CY","2015-10-14","0.00","74","84","64"
"CY000176090","LARNACA, CY","2015-10-15","0.00","75",,
"CY000176090","LARNACA, CY","2015-10-16","0.00","77","86","67"
"CY000176090","LARNACA, CY","2015-10-17","0.00","77",,"66"
"CY000176090","LARNACA, CY","2015-10-18","0.00","75","84","66"
"CY000176090","LARNACA, CY","2015-10-19","0.00","74","86","62"
"CY000176090","LARNACA, CY","2015-10-20","0.00","76",,"64"
"CY000176090","LARNACA, CY","2015-10-21","0.00","74",,"65"
"CY000176090","LARNACA, CY","2015-10-22","0.04","72","80",
"CY000176090","LARNACA, CY","2015-10-23","0.30","76","85","68"
"CY000176090","LARNACA, CY","2015-10-24","0.01","75","84",
"CY000176090","LARNACA, CY","2015-10-25","0.45","69","76",
"CY000176090","LARNACA, CY","2015-10-26","0.06","69","79","64"
"CY000176090","LARNACA, CY","2015-10-27","0.10","69","79",
"CY000176090","LARNACA, CY","2015-10-28","0.00","69","78",
"CY000176090","LARNACA, CY","2015-10-29","0.00","68","76","63"
"CY000176090","LARNACA, CY","2015-10-30","0.09","68","78",
"CY000176090","LARNACA, CY","2015-10-31","0.00","70",,"60"
"CY000176090","LARNACA, CY","2015-11-01","0.00","70","80","62"
"CY000176090","LARNACA, CY","2015-11-02","0.00","69","77","62"
"CY000176090","LARNACA, CY","2015-11-03","0.00","70",,"63"
"CY000176090","LARNACA, CY","2015-11-04","0.00","70","76","64"
"CY000176090","LARNACA, CY","2015-11-05","0.00","70",,
"CY000176090","LARNACA, CY","2015-11-06","0.00","69","77",
"CY000176090","LARNACA, CY","2015-11-07","0.00","69","78",
"CY000176090","LARNACA, CY","2015-11-08","0.00","68",,"60"
"CY000176090","LARNACA, CY","2015-11-09","0.00","67","76",
"CY000176090","LARNACA, CY","2015-11-10","0.00","63","73",
"CY000176090","LARNACA, CY","2015-11-11","0.00","62","76","52"
"CY000176090","LARNACA, CY","2015-11-12","0.00","64","74",
"CY000176090","LARNACA, CY","2015-11-13","0.00","67","80","55"
"CY000176090","LARNACA, CY","2015-11-14","0.00","67","79","55"
"CY000176090","LARNACA, CY","2015-11-15","0.00","67","74","58"
"CY000176090","LARNACA, CY","2015-11-16","0.00","68",,
"CY000176090","LARNACA, CY","2015-11-17","0.00","67","75",
"CY000176090","LARNACA, CY","2015-11-18","0.00","64","74","55"
"CY000176090","LARNACA, CY","2015-11-19","0.00","64","74","53"
"CY000176090","LARNACA, CY","2015-11-20","0.00","63",,"53"
"CY000176090","LARNACA, CY","2015-11-21","0.00","63","72","54"
"CY000176090","LARNACA, CY","2015-11-22","0.00","65","74",
"CY000176090","LARNACA, CY","2015-11-23","0.00","65","76",
"CY000176090","LARNACA, CY","2015-11-24","0.00","65","78",
"CY000176090","LARNACA, CY","2015-11-25","0.00","63","76","53"
"CY000176090","LARNACA, CY","2015-11-26","0.00","69","77","59"
"CY000176090","LARNACA, CY","2015-11-27","0.00","66",,"56"
"CY000176090","LARNACA, CY","2015-11-28","0.00","65","74","55"
"CY000176090","LARNACA, CY","2015-11-29","0.00","65","76","54"
"CY000176090","LARNACA, CY","2015-11-30","0.00","60",,"51"
"CY000176090","LARNACA, CY","2015-12-01","0.01","59",,"52"
"CY000176090","LARNACA, CY","2015-12-02","0.00","61","72","49"
"CY000176090","LARNACA, CY","2015-12-03","0.00","55",,
"CY000176090","LARNACA, CY","2015-12-04","0.00","53","63","44"
"CY000176090","LARNACA, CY","2015-12-05","0.00","53","60",
"CY000176090","LARNACA, CY","2015-12-06","0.00","55","68",
"CY000176090","LARNACA, CY","2015-12-07","0.00","57",,"47"
"CY000176090","LARNACA, CY","2015-12-08","0.00","58","70","49"
"CY000176090","LARNACA, CY","2015-12-09","0.00","58","69","47"
"CY000176090","LARNACA, CY","2015-12-10","0.00","59",,
"CY000176090","LARNACA, CY","2015-12-11","0.00","59","69","50"
"CY000176090","LARNACA, CY","2015-12-12","0.02","56",,"52"
"CY000176090","LARNACA, CY","2015-12-13","0.50","58","66",
"CY000176090","LARNACA, CY","2015-12-14","0.00","57","69",
"CY000176090","LARNACA, CY","2015-12-15","0.00","59","68","50"
"CY000176090","LARNACA, CY","2015-12-16","0.00","58","67",
"CY000176090","LARNACA, CY","2015-12-17","0.79","56",,
"CY000176090","LARNACA, CY","2015-12-18","2.01","58",,"54"
"CY000176090","LARNACA, CY","2015-12-19","0.99","56","64",
"CY000176090","LARNACA, CY","2015-12-20","0.00","56","65","49"
"CY000176090","LARNACA, CY","2015-12-21","0.01","56","66",
"CY000176090","LARNACA, CY","2015-12-22","0.00","56","67",
"CY000176090","LARNACA, CY","2015-12-23","0.00","57",,"49"
"CY000176090","LARNACA, CY","2015-12-24","0.00","58",,
"CY000176090","LARNACA, CY","2015-12-25","0.00","56","69","45"
"CY000176090","LARNACA, CY","2015-12-26","0.00","58","68","47"
"CY000176090","LARNACA, CY","2015-12-27","0.00","59","69","51"
"CY000176090","LARNACA, CY","2015-12-28","0.00","60",,
"CY000176090","LARNACA, CY","2015-12-29","0.00","59","69",
"CY000176090","LARNACA, CY","2015-12-30","0.20","55","65","49"
"CY000176090","LARNACA, CY","2015-12-31","0.08","47","55",
"CY000176090","LARNACA, CY","2016-01-01","0.01","41","47",
"CY000176090","LARNACA, CY","2016-01-02","0.00","42","52","33"
"CY000176090","LARNACA, CY","2016-01-03","0.00","48","56","39"
"CY000176090","LARNACA, CY","2016-01-04","0.59","52",,"42"
"CY000176090","LARNACA, CY","2016-01-05","0.31","58","63","51"
"CY000176090","LARNACA, CY","2016-01-06","0.00","63",,"56"
"CY000176090","LARNACA, CY","2016-01-07","0.24","61","67","55"
"CY000176090","LARNACA, CY","2016-01-08","0.05","58","64",
"CY000176090","LARNACA, CY","2016-01-09","0.00","54","64",
"CY000176090","LARNACA, CY","2016-01-10","0.00","54",,"44"
"CY000176090","LARNACA, CY","2016-01-11","0.02","54",,
"CY000176090","LARNACA, CY","2016-01-12","0.01","57","65","49"
"CY000176090","LARNACA, CY","2016-01-13","0.01","58","67","46"
"CY000176090","LARNACA, CY","2016-01-14","0.00","60","69",
"CY000176090","LARNACA, CY","2016-01-15","0.00","54","64",
"CY000176090","LARNACA, CY","2016-01-16","0.00","55","65","44"
"CY000176090","LARNACA, CY","2016-01-17","0.00","60","67","50"
"CY000176090","LARNACA, CY","2016-01-18","0.39","55","64",
"CY000176090","LARNACA, CY","2016-01-19","0.08","52",,
"CY000176090","LARNACA, CY","2016-01-20","0.00","49","59",
"CY000176090","LARNACA, CY","2016-01-21","0.04","53","62","42"
"CY000176090","LARNACA, CY","2016-01-22","0.08","54","63",
"CY000176090","LARNACA, CY","2016-01-23","0.20","51","61",
"CY000176090","LARNACA, CY","2016-01-24","0.00","46","53",
"CY000176090","LARNACA, CY","2016-01-25","0.00","40","47","34"
"CY000176090","LARNACA, CY","2016-01-26","0.00","42","50","34"
"CY000176090","LARNACA, CY","2016-01-27","0.00","44",,"35"
"CY000176090","LARNACA, CY","2016-01-28","0.00","47","58","35"
"CY000176090","LARNACA, CY","2016-01-29","0.00","53","63","44"
"CY000176090","LARNACA, CY","2016-01-30","0.01","54","65","43"
"CY000176090","LARNACA, CY","2016-01-31","0.00","54","65",
"CY000176090","LARNACA, CY","2016-02-01","0.01","55","66","46"
"CY000176090","LARNACA, CY","2016-02-02","0.01","58","70","47"
"CY000176090","LARNACA, CY","2016-02-03","0.00","56",,"46"
"CY000176090","LARNACA, CY","2016-02-04","0.00","57","67",
"CY000176090","LARNACA, CY","2016-02-05","0.00","60",,"50"
"CY000176090","LARNACA, CY","2016-02-06","0.24","54",,
"CY000176090","LARNACA, CY","2016-02-07","0.00","51",,"42"
"CY000176090","LARNACA, CY","2016-02-08","0.00","50",,
"CY000176090","LARNACA, CY","2016-02-09","0.00","52","62",
"CY000176090","LARNACA, CY","2016-02-10","0.00","53","63",
"CY000176090","LARNACA, CY","2016-02-11","0.00","56","63","43"
"CY000176090","LARNACA, CY","2016-02-12","0.00","59",,
"CY000176090","LARNACA, CY","2016-02-13","0.02","57",,
"CY000176090","LARNACA, CY","2016-02-14","0.01","59","66","49"
"CY000176090","LARNACA, CY","2016-02-15","0.01","59",,"53"
"CY000176090","LARNACA, CY","2016-02-16","0.00","64","77","50"
"CY000176090","LARNACA, CY","2016-02-17","0.00","68","79",
"CY000176090","LARNACA, CY","2016-02-18","0.00","64","78",
"CY000176090","LARNACA, CY","2016-02-19","0.00","62","72","49"
"CY000176090","LARNACA, CY","2016-02-20","0.00","62","72","51"
"CY000176090","LARNACA, CY","2016-02-21","0.24","55",,"50"
"CY000176090","LARNACA, CY","2016-02-22","0.02","57","63","52"
"CY000176090","LARNACA, CY","2016-02-23","0.00","59","70",
